ID_TEMPERATURA,FECHA,AÑO,TEMPERATURA_MEDIA,VV_MAXIMA,VV_MEDIA,ID_INCENDIO,CLAVE,ESTADO,MUNICIPIO,COORDENADA_1,COORDENADA_2,COORDENADAS_REFERENCIA,COORDENADAS,CAUSA,TIPO_VEGETACION,TIPO_INCENDIO,FECHA_INICIO,FECHA_EXT,HECTAREAS,TIPO_IMPACTO,DETECCION,LLEGADA,DURACION,COSTOS,FECHA,HORA,CO,MAX(CO),MIN(CO),AVG(CO),NO2,MAX(NO2),MIN(NO2),AVG(NO2),O3,MAX(O3),MIN(O3),AVG(O3),PM10,MAX(PM10),MIN(PM10),AVG(PM10),SO2,MAX(SO2),MIN(SO2),AVG(SO2),BANDERA_INCENDIO
6682,09/05/2014,2014,22,38.9,14.7,,,,,,,,,,,,,,,,,,,,09/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.016,0.04,0.005,0.018375,16.2,39.1,9.9,21.49166648,0,0,0,0,0
6683,10/05/2014,2014,23,24.1,10.2,,,,,,,,,,,,,,,,,,,,10/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.015,0.06,0.011,0.02925,34.8,64.3,22,36.7208333,0,0,0,0,0
6684,11/05/2014,2014,24,31.3,15.2,,,,,,,,,,,,,,,,,,,,11/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.021,0.039,0.016,0.024833333,41.7,41.7,11.5,23.31249988,0,0,0,0,0
6685,12/05/2014,2014,24,35.3,13.2,,,,,,,,,,,,,,,,,,,,12/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.013,0.044,0.007,0.022708333,32.5,46,18.5,28.47916675,0,0,0,0,0
6686,13/05/2014,2014,24,38.9,16.3,,,,,,,,,,,,,,,,,,,,13/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.021,0.021,0,0.007083333,40.6,44.1,0,16.44999989,0,0,0,0,0
6687,14/05/2014,2014,24,31.3,10.6,,,,,,,,,,,,,,,,,,,,14/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,15/05/2014,2014,21,33.5,20.5,,,,,,,,,,,,,,,,,,,,15/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6689,16/05/2014,2014,22,22.3,8.9,,,,,,,,,,,,,,,,,,,,16/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6690,17/05/2014,2014,22,27.7,9.9,,,,,,,,,,,,,,,,,,,,17/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,18/05/2014,2014,24,35.3,9.2,,,,,,,,,,,,,,,,,,,,18/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,19/05/2014,2014,23,42.5,9.4,,,,,,,,,,,,,,,,,,,,19/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,20/05/2014,2014,23,35.3,11.9,,,,,,,,,,,,,,,,,,,,20/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694,21/05/2014,2014,24,33.5,12.9,,,,,,,,,,,,,,,,,,,,21/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6695,22/05/2014,2014,23,33.5,11.1,640,1,JALISCO,ZAPOPAN,10334201,2043472,10334201-2043472,103 34 20.1  -  20 43 47.2,FUMADORES,PASTIZALNATURAL,SUPERFICIAL,22/05/2014,22/05/2014,0,,,,,0,22/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0.104,0,0.037083334,0,69.4,0,27.8125,0,0.002,0,0.001041667,1
6695,22/05/2014,2014,23,33.5,11.1,703,13-14-0472,Jalisco,Zapopan,2042134,10334253,2042134-10334253,20°42´13.4¨ - 103°34´25.3¨,Intencional,BosquedeEncino-Pino-BQP,Superficial,22/05/2014,22/05/2014,83,Minimo,12:05:00,12:10:00,12:35:00,0,22/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0.104,0,0.037083334,0,69.4,0,27.8125,0,0.002,0,0.001041667,1
6696,23/05/2014,2014,21,29.5,11.2,,,,,,,,,,,,,,,,,,,,23/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.04,0.09,0.008,0.04525,34.1,45.2,11.8,29.79999987,0.001,0.003,0.001,0.001708333,0
6697,24/05/2014,2014,23,29.5,11.6,,,,,,,,,,,,,,,,,,,,24/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.033,0.084,0.008,0.03675,30.4,64,24.5,42.22916619,0.002,0.002,0.001,0.001333333,0
6698,25/05/2014,2014,24,29.5,11.9,643,1,JALISCO,ZAPOPAN,1033013,2043236,1033013-2043236,103 30 13  -  20 43 23.6,ACTIVIDADESAGROPECUARIAS,PASTIZALNATURAL,SUPERFICIAL,25/05/2014,25/05/2014,0,,,,,0,25/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.04,0.053,0.003,0.032083333,34.3,49.2,22.7,32.85416683,0.001,0.003,0.001,0.00125,1
6698,25/05/2014,2014,24,29.5,11.9,706,14-14-0016,Jalisco,Zapopan,204026,10334519,204026-10334519,20°40´26¨ - 103°34´51.9¨,Fogatas,BosquedeEncino-Pino-BQP,Superficial,25/05/2014,25/05/2014,2,Minimo,12:30:00,12:45:00,06:30:00,0,25/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.04,0.053,0.003,0.032083333,34.3,49.2,22.7,32.85416683,0.001,0.003,0.001,0.00125,1
6699,26/05/2014,2014,23,33.5,11,,,,,,,,,,,,,,,,,,,,26/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.015,0.065,0.002,0.028083333,30.6,72.9,16.8,37.32500037,0.003,0.003,0.001,0.002125,0
6700,27/05/2014,2014,20,70.2,13.8,,,,,,,,,,,,,,,,,,,,27/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.025,0.066,0.009,0.035083333,27.4,39.1,6.8,19.61249981,0.001,0.003,0.001,0.001666667,0
6701,28/05/2014,2014,21,18.4,10.4,,,,,,,,,,,,,,,,,,,,28/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.034,0.066,0.006,0.029791667,21.1,28.5,2.6,18.31666668,0.001,0.002,0.001,0.001875,0
6702,29/05/2014,2014,21,33.5,12.4,,,,,,,,,,,,,,,,,,,,29/05/2014,00:00:00,0,0,0,0,0,0,0,0,0.015,0.017,0,0.00425,25.2,27.7,8.4,17.54583327,0.002,0.003,0.001,0.001916667,0
6703,30/05/2014,2014,22,31.3,8.8,,,,,,,,,,,,,,,,,,,,30/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,16.5,48.6,5.8,20.44583309,0.002,0.002,0.001,0.00125,0
6704,31/05/2014,2014,23,20.5,7.4,,,,,,,,,,,,,,,,,,,,31/05/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,20.9,25.5,5.2,16.86249999,0.001,0.002,0.001,0.001291667,0
6705,01/06/2014,2014,24,25.9,6.2,,,,,,,,,,,,,,,,,,,,01/06/2014,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,25.2,31.3,13,20.99999992,0.001,0.002,0.001,0.001083333,0
6706,02/06/2014,2014,24,31.3,14.3,,,,,,,,,,,,,,,,,,,,02/06/2014,00:00:00,0,0,0,0,0,0,0,0,0,0.054,0,0.016333334,36.8,44.7,20.4,28.94166668,0.002,0.002,0.001,0.001041667,0
6707,03/06/2014,2014,24,35.3,12.8,,,,,,,,,,,,,,,,,,,,03/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.042,0.059,0.008,0.038875,26.4,38.3,15.5,26.1291666,0.001,0.002,0.001,0.001125,0
6708,04/06/2014,2014,24,40.7,12.9,,,,,,,,,,,,,,,,,,,,04/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.011,0.056,0.005,0.036083333,53.9,108.9,19.8,35.12500016,0.002,0.002,0.001,0.001458333,0
6709,05/06/2014,2014,23,48.2,11.4,,,,,,,,,,,,,,,,,,,,05/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.036,0.124,0.006,0.043875,51.1,67.3,11.9,34.41666675,0.001,0.002,0.001,0.001291667,0
6710,06/06/2014,2014,21,33.5,12.9,,,,,,,,,,,,,,,,,,,,06/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.024,0.066,0.007,0.029416667,12,36.5,12,24.99999992,0.002,0.002,0.001,0.001166667,0
6711,07/06/2014,2014,22,29.5,5.5,,,,,,,,,,,,,,,,,,,,07/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.018,0.104,0.009,0.039125,20.4,40.3,13.4,23.00833317,0.001,0.002,0.001,0.001208333,0
6712,08/06/2014,2014,23,24.1,7.5,,,,,,,,,,,,,,,,,,,,08/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.027,0.057,0.014,0.032625,19,23.6,8.9,14.29583347,0.001,0.001,0.001,0.001,0
6713,09/06/2014,2014,24,24.1,13.1,,,,,,,,,,,,,,,,,,,,09/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.02,0.044,0.007,0.024333333,15.3,42.4,7.4,15.42916677,0.001,0.002,0.001,0.001875,0
6714,10/06/2014,2014,23,35.3,18,,,,,,,,,,,,,,,,,,,,10/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.03,0.068,0.002,0.036791667,8.6,39.7,2.6,19.82500025,0.002,0.002,0.001,0.001666667,0
6715,11/06/2014,2014,22,33.5,11.1,,,,,,,,,,,,,,,,,,,,11/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.033,0.075,0.01,0.037333334,22.1,37.9,9.6,24.93333344,0.002,0.002,0.001,0.001166667,0
6716,12/06/2014,2014,24,22.3,11.6,,,,,,,,,,,,,,,,,,,,12/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.022,0.104,0.001,0.039375,25.5,40.5,7.6,26.5083335,0.001,0.002,0.001,0.001833333,0
6717,13/06/2014,2014,24,27.7,13.4,,,,,,,,,,,,,,,,,,,,13/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.027,0.087,0.007,0.039083333,27.3,39.9,14.5,27.67083335,0.002,0.002,0.001,0.001291667,0
6718,14/06/2014,2014,24,29.5,15,,,,,,,,,,,,,,,,,,,,14/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.026,0.098,0.008,0.035083333,21.1,42.6,6,25.52083345,0.001,0.001,0.001,0.001,0
6719,15/06/2014,2014,23,46.4,10.3,,,,,,,,,,,,,,,,,,,,15/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.019,0.079,0.003,0.036041667,16.5,51.3,10.2,20.30416671,0.001,0.002,0.001,0.001083333,0
6720,16/06/2014,2014,23,27.7,14.8,,,,,,,,,,,,,,,,,,,,16/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.043,0.069,0.008,0.038,24.5,31.2,3.8,19.86666666,0.001,0.002,0.001,0.001583333,0
6721,17/06/2014,2014,22,24.1,10.3,,,,,,,,,,,,,,,,,,,,17/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.036,0.089,0.004,0.045166667,21.2,38.6,11.6,24.33333313,0.002,0.003,0.001,0.001708333,0
6722,18/06/2014,2014,21,48.2,15.3,,,,,,,,,,,,,,,,,,,,18/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.038,0.089,0.004,0.036375,25.1,39.2,6.2,21.69999987,0.001,0.002,0.001,0.001208333,0
6723,19/06/2014,2014,22,24.1,11.3,,,,,,,,,,,,,,,,,,,,19/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.029,0.072,0.005,0.027791667,11.2,44.9,7.2,21.7750001,0.001,0.003,0.001,0.00125,0
6724,20/06/2014,2014,19,35.3,12.8,,,,,,,,,,,,,,,,,,,,20/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.022,0.046,0.005,0.0235,16.5,27.8,3.3,17.61249996,0.001,0.002,0.001,0.001291667,0
6725,21/06/2014,2014,21,27.7,6.6,,,,,,,,,,,,,,,,,,,,21/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.004,0.052,0.003,0.024083333,21.1,37.9,10.2,20.75416692,0.002,0.003,0.001,0.00125,0
6726,22/06/2014,2014,22,33.5,13.5,,,,,,,,,,,,,,,,,,,,22/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.023,0.039,0.002,0.022375,10.9,24.8,1.8,12.61249994,0.001,0.002,0.001,0.001375,0
6727,23/06/2014,2014,22,25.9,9.6,,,,,,,,,,,,,,,,,,,,23/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.018,0.025,0.001,0.013416667,9.1,21.9,4.7,12.77916666,0.001,0.002,0.001,0.001166667,0
6728,24/06/2014,2014,20,37.1,10.1,,,,,,,,,,,,,,,,,,,,24/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.002,0.04,0.001,0.013083333,24,54.6,1.5,19.29999997,0.002,0.002,0.001,0.00125,0
6729,25/06/2014,2014,21,27.7,6.2,,,,,,,,,,,,,,,,,,,,25/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.015,0.043,0.012,0.028208334,8.6,16.5,3,9.504166742,0.001,0.001,0.001,0.001,0
6730,26/06/2014,2014,21,37.1,9.9,,,,,,,,,,,,,,,,,,,,26/06/2014,00:00:00,0,0,0,0,0,0,0,0,0.028,0.038,0.001,0.01825,15.3,23.8,3.1,13.31666662,0.001,0.002,0.001,0.001166667,0
6731,27/06/2014,2014,21,22.3,9.3,,,,,,,,,,,,,,,,,,,,27/06/2014,00:00:00,0,0,0,0,0,0.027,0,0.00575,0.017,0.058,0.002,0.024625,7,34,3.1,17.59999985,0.001,0.002,0.001,0.001375,0
6732,28/06/2014,2014,21,22.3,11.3,,,,,,,,,,,,,,,,,,,,28/06/2014,00:00:00,0,0,0,0,0.009,0.028,0.003,0.012333333,0.018,0.081,0.011,0.032333334,8.3,30,4.5,17.60416671,0.002,0.002,0.001,0.001083333,0
6733,29/06/2014,2014,22,22.3,7.8,,,,,,,,,,,,,,,,,,,,29/06/2014,00:00:00,0,0,0,0,0.031,0.031,0.003,0.008666667,0.003,0.043,0.003,0.02275,25.6,35.3,7.1,16.17916673,0.001,0.002,0.001,0.001083333,0
6734,30/06/2014,2014,20,37.1,9.5,,,,,,,,,,,,,,,,,,,,30/06/2014,00:00:00,0,0,0,0,0.009,0.026,0.003,0.0125,0.015,0.037,0,0.020916667,19.8,28.2,9.2,19.90000002,0.002,0.002,0.001,0.001916667,0
6735,01/07/2014,2014,20,14.8,6.1,,,,,,,,,,,,,,,,,,,,01/07/2014,00:00:00,0,0,0,0,0.014,0.024,0.004,0.01336,0.001,0.034,0.001,0.0112,24.4,35.7,6.2,19.66000013,0.003,0.005,0.001,0.0018,0
6736,02/07/2014,2014,20,25.9,7.9,,,,,,,,,,,,,,,,,,,,02/07/2014,00:00:00,0,0,0,0,0.009,0.031,0.003,0.012541667,0.012,0.078,0.009,0.024583333,8.7,56.1,7.7,22.93749984,0.001,0.002,0.001,0.001708333,0
6737,03/07/2014,2014,20,24.1,9.6,,,,,,,,,,,,,,,,,,,,03/07/2014,00:00:00,0,0,0,0,0.006,0.035,0.003,0.015,0.021,0.054,0.007,0.023416667,3.3,45.1,3.3,21.95833318,0.001,0.002,0.001,0.001625,0
6738,04/07/2014,2014,20,24.1,7.5,,,,,,,,,,,,,,,,,,,,04/07/2014,00:00:00,0,0,0,0,0.008,0.03,0.004,0.012875,0.032,0.038,0.002,0.020291667,15.8,32.5,5.9,16.97916653,0.001,0.002,0.001,0.001041667,0
6739,05/07/2014,2014,20,25.9,7.5,,,,,,,,,,,,,,,,,,,,05/07/2014,00:00:00,0,0,0,0,0.013,0.025,0.004,0.010333333,0.023,0.036,0.002,0.020958333,11,22.2,5.4,14.44166682,0.001,0.001,0.001,0.001,0
6740,06/07/2014,2014,22,22.3,9.1,,,,,,,,,,,,,,,,,,,,06/07/2014,00:00:00,0,0,0,0,0.019,0.019,0.004,0.007583333,0.007,0.043,0.003,0.023291667,22.7,22.7,8.6,13.53750014,0.001,0.002,0.001,0.0015,0
6741,07/07/2014,2014,20,25.9,7.7,,,,,,,,,,,,,,,,,,,,07/07/2014,00:00:00,0,0,0,0,0.006,0.03,0.004,0.01675,0.029,0.084,0.001,0.031583333,17.1,69.4,8.3,22.23750019,0.001,0.002,0.001,0.001541667,0
6742,08/07/2014,2014,21,18.4,9.7,,,,,,,,,,,,,,,,,,,,08/07/2014,00:00:00,0,0,0,0,0.007,0.019,0.003,0.006208333,0.023,0.042,0.008,0.027125,16.2,16.5,4.2,11.12916674,0.001,0.001,0.001,0.001,0
6743,09/07/2014,2014,21,20.5,6.9,,,,,,,,,,,,,,,,,,,,09/07/2014,00:00:00,0,0,0,0,0.005,0.04,0.002,0.012458333,0.019,0.087,0.001,0.025541667,13.2,59.8,8.9,22.00833348,0.001,0.003,0.001,0.001416667,0
6744,10/07/2014,2014,22,27.7,10.4,,,,,,,,,,,,,,,,,,,,10/07/2014,00:00:00,0,0,0,0,0.008,0.021,0.004,0.009625,0.02,0.044,0.002,0.020041667,13.9,48.8,8.4,17.64166653,0.001,0.003,0.001,0.0015,0
6745,11/07/2014,2014,21,31.3,7.8,,,,,,,,,,,,,,,,,,,,11/07/2014,00:00:00,0,0,0,0,0.006,0.022,0.003,0.009958333,0.019,0.054,0.006,0.028166667,13.6,28,6.7,15.79999991,0.001,0.001,0.001,0.001,0
6746,12/07/2014,2014,21,27.7,12.4,,,,,,,,,,,,,,,,,,,,12/07/2014,00:00:00,0,0,0,0,0.006,0.023,0.005,0.010875,0.026,0.051,0.001,0.027458333,8.6,39.1,4.3,21.88333329,0.001,0.002,0.001,0.001208333,0
6747,13/07/2014,2014,20,31.3,8.3,,,,,,,,,,,,,,,,,,,,13/07/2014,00:00:00,0,0,0,0,0.016,0.023,0.002,0.012625,0.014,0.047,0.001,0.023416667,11.7,34.8,11.7,21.13749989,0.001,0.002,0.001,0.001291667,0
6748,14/07/2014,2014,20,25.9,10.7,,,,,,,,,,,,,,,,,,,,14/07/2014,00:00:00,0,0,0,0,0.004,0.024,0.003,0.009833333,0.041,0.055,0.014,0.034583333,16.9,40.6,4.8,19.82083331,0.001,0.002,0.001,0.001041667,0
6749,15/07/2014,2014,20,29.5,11,,,,,,,,,,,,,,,,,,,,15/07/2014,00:00:00,0,0,0,0,0.01,0.038,0.003,0.014333333,0.039,0.066,0.007,0.04,17,38.9,4.6,21.97083344,0.001,0.004,0.001,0.001291667,0
6750,16/07/2014,2014,22,24.1,9.7,,,,,,,,,,,,,,,,,,,,16/07/2014,00:00:00,0,0,0,0,0.006,0.03,0,0.008173913,0.034,0.107,0,0.025478261,19.2,46.9,0,13.40869566,0.001,0.003,0,0.001086957,0
6751,17/07/2014,2014,21,24.1,6.3,,,,,,,,,,,,,,,,,,,,17/07/2014,00:00:00,0,0,0,0,0,0.035,0,0.010541667,0,0,0,0,0,40.4,0,13.0708334,0,0.002,0,0.000666667,0
6752,18/07/2014,2014,22,24.1,7.2,,,,,,,,,,,,,,,,,,,,18/07/2014,00:00:00,0,0,0,0,0.01,0.029,0.003,0.010583333,0,0,0,0,17.5,25.7,6.4,16.38333311,0.001,0.002,0.001,0.001041667,0
6753,19/07/2014,2014,20,27.7,7.4,,,,,,,,,,,,,,,,,,,,19/07/2014,00:00:00,0,0,0,0,0.015,0.034,0.006,0.015166667,0,0,0,0,9,32.2,9,17.8999999,0.001,0.001,0.001,0.001,0
6754,20/07/2014,2014,21,18.4,6.2,,,,,,,,,,,,,,,,,,,,20/07/2014,00:00:00,0,0,0,0,0.018,0.028,0.003,0.014041667,0,0.06,0,0.021916667,21,32.7,7.4,17.67916675,0.001,0.002,0.001,0.001083333,0
6755,21/07/2014,2014,22,24.1,8,,,,,,,,,,,,,,,,,,,,21/07/2014,00:00:00,0,0,0,0,0.011,0.04,0.005,0.014833333,0.019,0.069,0.001,0.027958333,12.2,40.9,7,20.40000006,0.001,0.003,0.001,0.002,0
6756,22/07/2014,2014,19,13,4.9,,,,,,,,,,,,,,,,,,,,22/07/2014,00:00:00,0,0,0,0,0.021,0.044,0.005,0.015833334,0.024,0.063,0.002,0.029875,32.2,55.7,10.9,26.61666679,0.002,0.003,0.001,0.001166667,0
6757,29/07/2014,2014,22,20.5,7.1,,,,,,,,,,,,,,,,,,,,29/07/2014,00:00:00,0,0,0,0,0.011,0.037,0.006,0.014833333,0.043,0.064,0.012,0.039333334,27.1,32.7,5.9,22.25833342,0.001,0.002,0.001,0.001166667,0
6758,30/07/2014,2014,20,35.3,8.6,,,,,,,,,,,,,,,,,,,,30/07/2014,00:00:00,0,0,0,0,0.038,0.052,0.01,0.025083333,0.017,0.086,0.001,0.031333333,26.3,51,26.3,40.23333367,0.001,0.003,0.001,0.001833333,0
6759,31/07/2014,2014,19,35.3,9.6,,,,,,,,,,,,,,,,,,,,31/07/2014,00:00:00,0,0,0,0,0.005,0.055,0.004,0.020083333,0.035,0.082,0.005,0.034625,23,48.3,11.5,23.11249999,0.001,0.004,0.001,0.0015,0
6760,01/08/2014,2014,22,22.3,8.9,,,,,,,,,,,,,,,,,,,,01/08/2014,00:00:00,0,0,0,0,0.017,0.034,0.005,0.018291667,0.034,0.076,0.002,0.029083334,22.5,42.8,16.1,24.64166657,0.001,0.002,0.001,0.001708333,0
6761,02/08/2014,2014,22,22.3,8.8,,,,,,,,,,,,,,,,,,,,02/08/2014,00:00:00,0,0,0,0,0.009,0.053,0.004,0.0135,0.029,0.063,0.005,0.037208333,17.2,42.3,11.7,19.59583318,0.001,0.002,0.001,0.001083333,0
6762,03/08/2014,2014,22,16.6,8.1,,,,,,,,,,,,,,,,,,,,03/08/2014,00:00:00,0,0,0,0,0.046,0.046,0.003,0.011583333,0.007,0.057,0.004,0.032916667,45.2,45.8,10.7,28.76666661,0.002,0.002,0.001,0.001833333,0
6763,04/08/2014,2014,22,20.5,8.1,,,,,,,,,,,,,,,,,,,,04/08/2014,00:00:00,0,0,0,0,0.006,0.033,0.003,0.012,0.037,0.056,0.002,0.034,36.5,56.3,9.7,35.94999977,0.002,0.002,0.001,0.001541667,0
6764,05/08/2014,2014,21,37.1,13.9,,,,,,,,,,,,,,,,,,,,05/08/2014,00:00:00,0,0,0,0,0.004,0.03,0.004,0.013,0.033,0.058,0.008,0.034625,24.7,31,6.8,21.62499992,0.002,0.003,0.001,0.002,0
6765,06/08/2014,2014,20,31.3,8.7,,,,,,,,,,,,,,,,,,,,06/08/2014,00:00:00,0,0,0,0,0.005,0.054,0.005,0.019416667,0.042,0.096,0.002,0.038833334,18.2,77.5,4.7,26.78333322,0.001,0.003,0.001,0.001833333,0
6766,07/08/2014,2014,20,22.3,9.6,,,,,,,,,,,,,,,,,,,,07/08/2014,00:00:00,0,0,0,0,0.01,0.03,0.005,0.013416667,0.034,0.056,0.014,0.03175,10,39.8,6.3,18.29166661,0.001,0.003,0.001,0.001833333,0
6767,08/08/2014,2014,23,55.4,12.1,,,,,,,,,,,,,,,,,,,,08/08/2014,00:00:00,0,0,0,0,0.009,0.022,0.003,0.008458333,0.026,0.048,0.004,0.028625,14,20.4,9.3,14.04999999,0.002,0.002,0.001,0.001125,0
6768,09/08/2014,2014,20,27.7,9,,,,,,,,,,,,,,,,,,,,09/08/2014,00:00:00,0,0,0,0,0.016,0.04,0.005,0.0135,0.014,0.096,0.013,0.036875,11.7,39.8,5.7,17.22500002,0.001,0.002,0.001,0.001375,0
6769,10/08/2014,2014,17,33.5,7.7,,,,,,,,,,,,,,,,,,,,10/08/2014,00:00:00,0,0,0,0,0.006,0.019,0.005,0.009416667,0.023,0.071,0.01,0.03425,6.5,22.5,3.6,13.54999995,0.001,0.001,0.001,0.001,0
6770,11/08/2014,2014,21,20.5,8.8,,,,,,,,,,,,,,,,,,,,11/08/2014,00:00:00,0,0,0,0,0.005,0.039,0.002,0.014916667,0.032,0.044,0.002,0.025291667,8,42.8,4.2,20.63333329,0.001,0.002,0.001,0.001375,0
6771,12/08/2014,2014,21,27.7,9,,,,,,,,,,,,,,,,,,,,12/08/2014,00:00:00,0,0,0,0,0.007,0.022,0.004,0.011875,0.03,0.047,0.01,0.026375,38.4,38.4,9.5,20.67500007,0.001,0.002,0.001,0.001416667,0
6772,13/08/2014,2014,21,25.9,10.1,,,,,,,,,,,,,,,,,,,,13/08/2014,00:00:00,0,0,0,0,0.017,0.031,0.004,0.01325,0.012,0.028,0,0.006916667,19.7,39.6,8,21.37916668,0.002,0.003,0.001,0.001833333,0
6773,14/08/2014,2014,20,33.5,10.2,,,,,,,,,,,,,,,,,,,,14/08/2014,00:00:00,0,0,0,0,0.017,0.027,0.007,0.01475,0,0,0,0,15.6,34.3,10.7,22.5083334,0.002,0.002,0.001,0.00125,0
6774,15/08/2014,2014,20,29.5,6.7,,,,,,,,,,,,,,,,,,,,15/08/2014,00:00:00,0,0,0,0,0.02,0.039,0.007,0.01625,0,0.033,0,0.003541667,17.8,33.8,8.9,22.87499984,0.001,0.003,0.001,0.001291667,0
6775,16/08/2014,2014,21,20.5,6.8,,,,,,,,,,,,,,,,,,,,16/08/2014,00:00:00,0,0,0,0,0.024,0.054,0.005,0.019458334,0.011,0.067,0.004,0.030541667,25.1,68.8,10.6,30.57083372,0.001,0.003,0.001,0.001291667,0
6776,17/08/2014,2014,21,18.4,7.6,,,,,,,,,,,,,,,,,,,,17/08/2014,00:00:00,0,0,0,0,0.022,0.029,0.004,0.012875,0.015,0.017,0.002,0.0065,58.7,58.7,15.1,22.10416691,0.002,0.002,0.001,0.001083333,0
6777,18/08/2014,2014,21,22.3,7.1,,,,,,,,,,,,,,,,,,,,18/08/2014,00:00:00,0,0,0,0,0.01,0.062,0.005,0.019041667,0.003,0.08,0.001,0.021416667,18.1,97.4,10,37.52083337,0.001,0.004,0.001,0.001291667,0
6778,19/08/2014,2014,19,38.9,10.5,,,,,,,,,,,,,,,,,,,,19/08/2014,00:00:00,0,0,0,0,0.013,0.035,0.003,0.016416667,0.019,0.078,0.005,0.033541667,18.1,35.6,3.9,17.98750003,0.001,0.003,0.001,0.002125,0
6779,20/08/2014,2014,20,31.3,7.7,,,,,,,,,,,,,,,,,,,,20/08/2014,00:00:00,0,0,0,0,0.006,0.039,0.004,0.020208333,0.031,0.054,0.001,0.02275,7.4,44.1,5.2,20.38749987,0.002,0.002,0.001,0.001625,0
6780,21/08/2014,2014,21,38.9,20.8,,,,,,,,,,,,,,,,,,,,21/08/2014,00:00:00,0,0,0,0,0.037,0.037,0.006,0.0185,0.002,0.061,0.001,0.023291666,14.9,44.2,12.5,26.75,0.002,0.003,0.001,0.001791667,0
6781,22/08/2014,2014,19,16.6,2.9,,,,,,,,,,,,,,,,,,,,22/08/2014,00:00:00,0,0,0,0,0.023,0.026,0.004,0.014958333,0.014,0.062,0.009,0.029666667,35.2,44.7,14,28.77499994,0.002,0.003,0.001,0.001708333,0
6782,23/08/2014,2014,21,22.3,12,,,,,,,,,,,,,,,,,,,,23/08/2014,00:00:00,0,0,0,0,0.026,0.026,0.007,0.014583333,0.013,0.05,0.006,0.024333333,30.4,36.5,14.7,25.69583348,0.002,0.002,0.001,0.001583333,0
6783,24/08/2014,2014,20,25.9,10.7,,,,,,,,,,,,,,,,,,,,24/08/2014,00:00:00,0,0,0,0,0.029,0.029,0.003,0.008625,0.005,0.053,0.004,0.031875,25.1,29.4,7.1,15.76666667,0.001,0.003,0.001,0.001916667,0
